ID CHIRURGIE;DATE CHIRURGIE;HEURE_DEBUT CHIRURGIE;HEURE_FIN CHIRURGIE;SALLE;CHIRURGIEN
428;09/04/2015;13:35:00;14:20:00;BLOC-E2;CHRIS TAUB
429;27/05/2016;15:25:00;16:12:00;BLOC-U6;MEREDITH GREY
430;28/01/2016;11:37:00;12:19:00;BLOC-U6;DEREK SHEPHERD
431;11/04/2016;12:30:00;12:47:00;BLOC-E1;DEREK SHEPHERD
432;16/03/2016;16:28:00;18:02:00;BLOC-U6;PRESTON BURKE
433;12/05/2016;12:05:00;15:15:00;BLOC-E1;PRESTON BURKE
434;03/06/2016;09:49:00;11:46:00;BLOC-U6;PRESTON BURKE
437;31/07/2015;19:01:00;19:48:00;BLOC-U6;LISA CUDDY
438;18/04/2015;17:00:00;18:39:00;BLOC-U6;ROBERT CHASE
439;05/02/2015;10:29:00;11:12:00;BLOC-E3;CHRIS TAUB
440;23/07/2016;20:35:00;23:30:00;BLOC-U6;CHRIS TAUB
443;27/05/2014;08:00:00;09:39:00;BLOC-E2;JAMES WILSON
444;10/12/2014;09:05:00;10:04:00;BLOC-U6;LAWRENCE KUTNER
445;27/01/2014;10:25:00;11:34:00;BLOC-E3;LAWRENCE KUTNER
446;15/12/2015;08:00:00;10:31:00;BLOC-E1;GREGORY HOUSE
447;07/04/2014;11:00:00;12:11:00;BLOC-E2;GREGORY HOUSE
448;17/06/2016;13:32:00;14:23:00;BLOC-E3;MIRANDA BAILEY
449;08/06/2016;12:52:00;14:10:00;BLOC-E2;ALEX KAREV
450;02/04/2014;14:12:00;15:34:00;BLOC-E1;GREGORY HOUSE
451;11/10/2016;18:00:00;18:32:00;BLOC-U6;PRESTON BURKE
452;11/10/2016;15:20:00;00:00:00;BLOC-U6;PRESTON BURKE
453;05/12/2014;08:00:00;11:13:00;BLOC-E1;GREGORY HOUSE
454;10/12/2015;11:40:00;13:16:00;BLOC-E2;MEREDITH GREY
455;02/02/2015;10:10:00;10:36:00;BLOC-E3;MEREDITH GREY
456;11/03/2016;11:42:00;13:16:00;BLOC-E2;MIRANDA BAILEY
457;21/03/2015;14:30:00;16:10:00;BLOC-U6;LISA CUDDY
458;17/06/2016;13:05:00;13:40:00;BLOC-E2;DEREK SHEPHERD
459;31/05/2016;14:58:00;15:27:00;BLOC-E1;DEREK SHEPHERD
460;30/07/2015;16:25:00;17:40:00;BLOC-E1;ERIC FOREMAN
461;05/04/2015;11:50:00;12:54:00;BLOC-U6;MIRANDA BAILEY
462;23/04/2016;19:19:00;19:43:00;BLOC-U6;PRESTON BURKE
463;25/03/2015;10:52:00;12:20:00;BLOC-E2;JAMES WILSON
464;17/06/2015;08:47:00;11:40:00;BLOC-U6;LAWRENCE KUTNER
465;24/02/2015;14:53:00;16:29:00;BLOC-U6;JAMES WILSON
468;21/01/2014;23:12:00;23:56:00;BLOC-U7;LISA CUDDY
469;01/12/2015;12:40:00;14:25:00;BLOC-U9;GREGORY HOUSE
470;20/10/2015;08:00:00;10:25:00;BLOC-E2;GREGORY HOUSE
471;28/04/2014;15:10:00;16:58:00;BLOC-E3;REMY HADLEY
473;16/06/2015;14:49:00;16:47:00;BLOC-E2;LISA CUDDY
474;26/11/2015;10:31:00;11:12:00;BLOC-E1;CHRIS TAUB
475;30/10/2014;08:40:00;12:45:00;BLOC-E2;REMY HADLEY
476;08/09/2016;12:25:00;13:30:00;BLOC-E1;PRESTON BURKE
477;27/02/2016;20:45:00;22:03:00;BLOC-U6;MEREDITH GREY
479;17/12/2015;13:30:00;14:55:00;BLOC-E1;ALEX KAREV
480;10/10/2014;15:30:00;17:46:00;BLOC-E1;REMY HADLEY
481;09/03/2015;15:35:00;17:03:00;BLOC-E2;GREGORY HOUSE
482;13/04/2015;10:44:00;11:35:00;BLOC-E3;MEREDITH GREY
483;04/01/2014;22:15:00;00:35:00;BLOC-U7;ROBERT CHASE
484;02/11/2016;12:17:00;13:26:00;BLOC-E3;ALEX KAREV
485;04/02/2016;13:51:00;17:03:00;BLOC-E3;CHRIS TAUB
486;20/10/2016;12:38:00;14:40:00;BLOC-E3;CHRIS TAUB
487;23/02/2016;12:35:00;13:43:00;BLOC-E1;GREGORY HOUSE
489;19/08/2016;13:30:00;15:58:00;BLOC-U6;OWEN HUNT
490;19/10/2016;16:01:00;17:59:00;BLOC-E2;OWEN HUNT
491;12/09/2014;11:09:00;14:23:00;BLOC-E3;ROBERT CHASE
492;29/06/2015;10:15:00;11:33:00;BLOC-E1;ERIC FOREMAN
494;08/12/2015;14:45:00;18:04:00;BLOC-E1;DEREK SHEPHERD
496;12/07/2015;17:58:00;19:45:00;BLOC-U6;LAWRENCE KUTNER
497;21/11/2014;13:54:00;18:24:00;BLOC-U6;MEREDITH GREY
498;04/02/2016;12:09:00;12:50:00;BLOC-E3;CHRIS TAUB
499;23/07/2014;13:50:00;14:48:00;BLOC-E3;LAWRENCE KUTNER
500;10/09/2015;08:00:00;09:14:00;BLOC-E1;LAWRENCE KUTNER
501;06/09/2014;13:40:00;14:35:00;BLOC-U6;ROBERT CHASE
502;12/01/2015;08:00:00;09:34:00;BLOC-E3;ROBERT CHASE
504;25/07/2016;12:38:00;13:39:00;BLOC-U6;DEREK SHEPHERD
506;11/09/2015;11:32:00;13:35:00;BLOC-U6;LAWRENCE KUTNER
507;24/12/2014;20:40:00;22:13:00;BLOC-U6;ROBERT CHASE
508;23/06/2016;08:30:00;09:21:00;BLOC-E1;PRESTON BURKE
509;21/03/2016;09:23:00;10:16:00;BLOC-E3;RICHARD WEBBER
510;08/01/2016;15:32:00;16:47:00;BLOC-U6;PRESTON BURKE
511;25/02/2016;12:16:00;13:03:00;BLOC-E1;PRESTON BURKE
512;23/12/2015;11:11:00;12:23:00;BLOC-E1;GREGORY HOUSE
513;03/10/2014;10:51:00;12:13:00;BLOC-E3;LISA CUDDY
514;10/12/2014;10:47:00;14:50:00;BLOC-E1;ERIC FOREMAN
515;04/02/2014;15:21:00;16:47:00;BLOC-E3;ROBERT CHASE
516;24/10/2014;12:00:00;13:45:00;BLOC-E2;JAMES WILSON
517;13/08/2015;09:14:00;11:57:00;BLOC-U6;ROBERT CHASE
518;13/11/2014;09:43:00;10:28:00;BLOC-E3;CHRIS TAUB
519;22/09/2016;10:05:00;12:40:00;BLOC-E3;CHRIS TAUB
522;04/03/2014;11:17:00;12:40:00;BLOC-E2;JAMES WILSON
523;30/03/2016;11:56:00;13:54:00;BLOC-U6;OWEN HUNT
524;02/06/2016;10:00:00;12:26:00;BLOC-E3;CHRIS TAUB
525;01/09/2015;15:00:00;16:47:00;BLOC-E1;LISA CUDDY
526;30/06/2014;14:00:00;15:31:00;BLOC-E2;GREGORY HOUSE
527;09/09/2015;15:30:00;16:52:00;BLOC-E1;GREGORY HOUSE
528;06/01/2015;11:03:00;13:34:00;BLOC-U6;ROBERT CHASE
529;25/10/2014;13:05:00;13:43:00;BLOC-U6;ROBERT CHASE
530;07/10/2015;08:00:00;09:58:00;BLOC-E1;ERIC FOREMAN
534;20/10/2014;13:48:00;14:52:00;BLOC-E1;ERIC FOREMAN
535;26/07/2015;21:20:00;22:45:00;BLOC-U7;CHRIS TAUB
536;18/12/2014;10:57:00;12:40:00;BLOC-E3;CHRIS TAUB
537;21/01/2014;11:10:00;12:20:00;BLOC-E1;MIRANDA BAILEY
538;07/03/2016;08:00:00;09:45:00;BLOC-E3;PRESTON BURKE
539;14/02/2014;11:39:00;15:06:00;BLOC-E3;ROBERT CHASE
540;02/03/2016;10:08:00;11:59:00;BLOC-E2;RICHARD WEBBER
541;18/06/2014;13:52:00;15:15:00;BLOC-E1;GREGORY HOUSE
542;30/03/2015;08:00:00;10:15:00;BLOC-E3;ROBERT CHASE
543;28/05/2014;15:51:00;16:52:00;BLOC-E2;GREGORY HOUSE
544;12/10/2015;13:01:00;14:27:00;BLOC-E1;GREGORY HOUSE
545;15/06/2015;15:00:00;18:03:00;BLOC-E1;LISA CUDDY
546;28/07/2016;11:20:00;13:15:00;BLOC-E1;CHRIS TAUB
547;09/04/2014;08:00:00;09:15:00;BLOC-E3;LAWRENCE KUTNER
550;28/01/2016;08:00:00;09:30:00;BLOC-E3;CHRIS TAUB
551;21/07/2016;08:00:00;09:48:00;BLOC-E2;CHRIS TAUB
552;19/03/2016;11:25:00;14:11:00;BLOC-U6;CHRIS TAUB
553;18/05/2015;08:00:00;13:10:00;BLOC-E2;GREGORY HOUSE
555;19/07/2014;18:00:00;19:39:00;BLOC-U6;MEREDITH GREY
556;05/08/2016;08:59:00;11:05:00;BLOC-U6;DEREK SHEPHERD
557;19/12/2016;12:28:00;13:56:00;BLOC-E1;GREGORY HOUSE
558;19/10/2015;08:00:00;10:09:00;BLOC-E1;ERIC FOREMAN
559;03/08/2016;11:45:00;12:13:00;BLOC-E3;MIRANDA BAILEY
561;10/04/2014;12:50:00;13:40:00;BLOC-E3;ROBERT CHASE
562;20/10/2015;14:38:00;17:20:00;BLOC-E1;JAMES WILSON
563;18/11/2014;12:30:00;14:08:00;BLOC-E1;GREGORY HOUSE
564;09/07/2015;11:30:00;12:08:00;BLOC-E2;LAWRENCE KUTNER
565;18/04/2014;14:40:00;16:50:00;BLOC-E1;JAMES WILSON
566;02/04/2015;00:02:00;00:53:00;BLOC-U6;MEREDITH GREY
567;01/05/2015;10:20:00;11:39:00;BLOC-U6;LAWRENCE KUTNER
569;25/09/2015;19:20:00;20:55:00;BLOC-U6;JAMES WILSON
570;27/10/2016;16:33:00;18:13:00;BLOC-E2;OWEN HUNT
571;10/10/2014;11:25:00;12:25:00;BLOC-E3;LISA CUDDY
572;29/05/2016;12:30:00;13:41:00;BLOC-U6;MEREDITH GREY
573;26/09/2016;20:15:00;20:29:00;BLOC-U6;MEREDITH GREY
574;18/01/2016;21:53:00;22:43:00;BLOC-U6;MEREDITH GREY
575;04/06/2014;15:41:00;16:32:00;BLOC-E3;LAWRENCE KUTNER
576;10/08/2016;08:00:00;10:54:00;BLOC-E1;ALEX KAREV
577;17/06/2016;12:46:00;14:17:00;BLOC-E1;GREGORY HOUSE
578;24/02/2014;12:37:00;13:57:00;BLOC-E1;ERIC FOREMAN
579;28/09/2016;13:35:00;15:11:00;BLOC-E2;OWEN HUNT
580;10/12/2015;15:40:00;17:43:00;BLOC-U7;DEREK SHEPHERD
581;29/04/2014;09:53:00;10:35:00;BLOC-E3;ROBERT CHASE
582;12/01/2014;21:10:00;22:50:00;BLOC-U7;LISA CUDDY
583;07/05/2015;12:34:00;15:40:00;BLOC-E2;ERIC FOREMAN
584;25/06/2015;10:56:00;14:00:00;BLOC-E2;LAWRENCE KUTNER
585;27/03/2014;10:05:00;11:05:00;BLOC-E3;CHRIS TAUB
586;11/12/2014;15:26:00;16:27:00;BLOC-U6;ROBERT CHASE
587;12/02/2015;14:27:00;22:18:00;BLOC-U6;ROBERT CHASE
588;22/09/2014;08:32:00;10:07:00;BLOC-E3;REMY HADLEY
589;20/03/2016;16:19:00;21:50:00;BLOC-U6;OWEN HUNT
590;17/06/2015;09:40:00;13:47:00;BLOC-E1;MEREDITH GREY
591;13/09/2016;08:00:00;10:52:00;BLOC-E2;DEREK SHEPHERD
592;24/09/2015;08:00:00;09:07:00;BLOC-E3;CHRIS TAUB
593;14/10/2014;12:46:00;13:31:00;BLOC-E3;LISA CUDDY
594;16/02/2016;10:29:00;11:34:00;BLOC-E1;GREGORY HOUSE
595;19/03/2014;08:00:00;10:41:00;BLOC-E1;ERIC FOREMAN
596;21/02/2014;11:00:00;11:15:00;BLOC-E1;GREGORY HOUSE
597;25/06/2014;08:00:00;09:30:00;BLOC-E3;GREGORY HOUSE
598;06/10/2014;12:47:00;14:03:00;BLOC-E1;ERIC FOREMAN
599;10/11/2015;08:30:00;12:06:00;BLOC-E2;DEREK SHEPHERD
600;10/01/2014;18:35:00;19:36:00;BLOC-E2;JAMES WILSON
601;19/02/2015;13:20:00;15:23:00;BLOC-E2;CHRIS TAUB
602;07/10/2015;21:28:00;22:10:00;BLOC-U6;ROBERT CHASE
603;05/11/2014;12:40:00;14:08:00;BLOC-E1;ERIC FOREMAN
604;09/03/2015;12:07:00;13:16:00;BLOC-E1;ERIC FOREMAN
605;07/01/2015;12:20:00;14:16:00;BLOC-E2;GREGORY HOUSE
606;03/07/2015;08:00:00;10:14:00;BLOC-E1;GREGORY HOUSE
607;26/07/2016;08:00:00;12:18:00;BLOC-E2;MEREDITH GREY
608;09/03/2016;09:00:00;11:32:00;BLOC-U6;RICHARD WEBBER
610;13/06/2016;15:45:00;17:35:00;BLOC-E2;OWEN HUNT
611;05/02/2015;21:00:00;21:58:00;BLOC-U6;LAWRENCE KUTNER
612;28/06/2015;22:26:00;00:20:00;BLOC-U6;LAWRENCE KUTNER
613;09/01/2014;14:31:00;19:18:00;BLOC-E3;CHRIS TAUB
614;04/07/2015;18:59:00;20:50:00;BLOC-U6;LAWRENCE KUTNER
615;09/09/2015;13:55:00;14:25:00;BLOC-E2;LAWRENCE KUTNER
616;21/11/2016;12:35:00;13:21:00;BLOC-E3;RICHARD WEBBER
617;08/06/2015;11:50:00;13:11:00;BLOC-E2;GREGORY HOUSE
618;01/06/2016;10:15:00;11:28:00;BLOC-U6;OWEN HUNT
621;14/05/2016;12:30:00;12:57:00;BLOC-U5;LAWRENCE KUTNER
622;16/03/2016;08:22:00;10:17:00;BLOC-U7;OWEN HUNT
625;28/10/2015;13:00:00;14:30:00;BLOC-E1;GREGORY HOUSE
626;23/11/2014;00:30:00;01:00:00;BLOC-U6;JAMES WILSON
627;30/03/2014;17:40:00;19:48:00;BLOC-U7;LISA CUDDY
628;27/03/2014;08:00:00;10:05:00;BLOC-E1;ERIC FOREMAN
629;28/09/2015;12:17:00;13:35:00;BLOC-E2;ERIC FOREMAN
631;02/05/2016;11:00:00;11:50:00;BLOC-E2;ALEX KAREV
632;12/09/2016;12:40:00;14:24:00;BLOC-E2;ALEX KAREV
633;18/02/2016;12:40:00;14:55:00;BLOC-E1;MEREDITH GREY
634;01/09/2015;16:26:00;17:05:00;BLOC-E2;JAMES WILSON
636;27/05/2016;18:39:00;20:10:00;BLOC-U6;MEREDITH GREY
638;05/05/2016;11:46:00;13:00:00;BLOC-U6;LAWRENCE KUTNER
639;13/11/2014;13:15:00;14:45:00;BLOC-E2;LAWRENCE KUTNER
640;05/02/2015;08:00:00;09:02:00;BLOC-E1;LAWRENCE KUTNER
641;05/08/2016;23:00:00;01:25:00;BLOC-U6;MIRANDA BAILEY
642;20/01/2015;08:40:00;10:43:00;BLOC-U6;MEREDITH GREY
643;17/09/2014;10:30:00;11:14:00;BLOC-E1;ERIC FOREMAN
644;13/06/2016;08:00:00;10:06:00;BLOC-E1;ALEX KAREV
645;17/11/2016;08:00:00;10:30:00;BLOC-E1;ALEX KAREV
646;10/08/2016;13:55:00;15:09:00;BLOC-E1;ALEX KAREV
647;19/02/2015;13:20:00;14:32:00;BLOC-E1;ERIC FOREMAN
648;10/02/2014;19:13:00;20:16:00;BLOC-U7;LISA CUDDY
649;24/06/2015;08:00:00;10:11:00;BLOC-E1;ERIC FOREMAN
650;30/09/2016;13:20:00;16:55:00;BLOC-E2;RICHARD WEBBER
651;08/09/2014;12:50:00;14:40:00;BLOC-E3;REMY HADLEY
652;06/12/2015;19:50:00;20:58:00;BLOC-U6;PRESTON BURKE
653;28/07/2014;08:00:00;09:24:00;BLOC-U7;ERIC FOREMAN
657;06/10/2015;19:00:00;20:31:00;BLOC-U6;MEREDITH GREY
658;17/10/2016;11:11:00;12:57:00;BLOC-E1;GREGORY HOUSE
659;17/03/2016;14:00:00;15:40:00;BLOC-E1;ALEX KAREV
660;22/04/2016;19:20:00;20:25:00;BLOC-U6;DEREK SHEPHERD
661;02/11/2015;10:30:00;11:30:00;BLOC-E1;MEREDITH GREY
662;06/06/2016;13:01:00;13:54:00;BLOC-U6;PRESTON BURKE
663;09/02/2015;08:00:00;10:35:00;BLOC-E2;GREGORY HOUSE
664;30/10/2014;14:00:00;16:53:00;BLOC-U7;REMY HADLEY
665;02/03/2015;14:15:00;16:58:00;BLOC-U6;LISA CUDDY
666;19/08/2015;12:43:00;14:01:00;BLOC-E1;ERIC FOREMAN
667;27/05/2015;08:00:00;13:48:00;BLOC-E2;ERIC FOREMAN
668;01/11/2015;15:38:00;16:08:00;BLOC-U6;MEREDITH GREY
669;03/03/2015;10:35:00;12:01:00;BLOC-E1;JAMES WILSON
670;04/03/2016;08:00:00;11:15:00;BLOC-E1;RICHARD WEBBER
671;11/05/2016;11:44:00;12:28:00;BLOC-U6;MEREDITH GREY
672;05/09/2015;22:15:00;23:05:00;BLOC-U6;RICHARD WEBBER
673;24/03/2015;10:05:00;10:53:00;BLOC-E1;JAMES WILSON
674;24/08/2014;14:45:00;16:11:00;BLOC-U7;CHRIS TAUB
675;11/02/2014;08:00:00;12:00:00;BLOC-E2;GREGORY HOUSE
676;17/02/2016;15:30:00;18:57:00;BLOC-U6;PRESTON BURKE
677;12/02/2014;10:18:00;10:54:00;BLOC-E2;GREGORY HOUSE
678;18/08/2016;11:00:00;12:48:00;BLOC-U5;DEREK SHEPHERD
679;17/04/2015;11:59:00;12:45:00;BLOC-E1;LAWRENCE KUTNER
680;15/02/2016;10:37:00;11:48:00;BLOC-E1;GREGORY HOUSE
681;25/09/2015;12:50:00;13:29:00;BLOC-E1;JAMES WILSON
682;22/02/2014;15:01:00;16:50:00;BLOC-U7;LISA CUDDY
684;18/04/2014;12:06:00;12:33:00;BLOC-E3;LISA CUDDY
685;19/10/2015;17:17:00;19:02:00;BLOC-U6;MEREDITH GREY
686;20/08/2015;09:21:00;11:53:00;BLOC-U6;LISA CUDDY
687;20/09/2016;08:00:00;11:28:00;BLOC-E2;DEREK SHEPHERD
688;11/12/2015;11:07:00;11:53:00;BLOC-E3;MIRANDA BAILEY
689;07/02/2014;08:00:00;10:17:00;BLOC-E1;GREGORY HOUSE
692;19/05/2015;16:00:00;18:35:00;BLOC-U6;MEREDITH GREY
693;18/03/2014;21:42:00;23:00:00;BLOC-U7;JAMES WILSON
694;20/05/2014;08:00:00;09:49:00;BLOC-E2;JAMES WILSON
697;03/11/2015;12:55:00;14:18:00;BLOC-E2;GREGORY HOUSE
698;20/10/2016;09:40:00;10:35:00;BLOC-E3;CHRIS TAUB
699;13/08/2014;08:15:00;11:05:00;BLOC-U7;ERIC FOREMAN
700;07/03/2014;12:23:00;14:00:00;BLOC-E2;JAMES WILSON
701;06/06/2014;08:00:00;09:41:00;BLOC-E2;JAMES WILSON
702;12/02/2016;09:00:00;09:55:00;BLOC-E2;MIRANDA BAILEY
703;01/02/2016;22:30:00;00:02:00;BLOC-U6;MEREDITH GREY
704;09/09/2014;13:53:00;15:01:00;BLOC-E1;JAMES WILSON
705;23/02/2014;10:15:00;11:45:00;BLOC-U7;CHRIS TAUB
706;17/05/2016;12:00:00;13:45:00;BLOC-E2;PRESTON BURKE
707;01/04/2016;11:30:00;12:12:00;BLOC-E3;MIRANDA BAILEY
709;27/07/2014;22:30:00;23:15:00;BLOC-U7;LAWRENCE KUTNER
710;24/05/2016;12:40:00;13:50:00;BLOC-E1;GREGORY HOUSE
711;07/04/2016;12:20:00;14:30:00;BLOC-E1;ALEX KAREV
712;27/12/2014;11:55:00;12:53:00;BLOC-U6;MIRANDA BAILEY
713;17/10/2014;15:33:00;17:03:00;BLOC-E1;REMY HADLEY
714;29/12/2014;20:43:00;22:12:00;BLOC-U5;MIRANDA BAILEY
715;05/12/2014;12:36:00;13:48:00;BLOC-E2;JAMES WILSON
716;27/07/2015;16:19:00;17:05:00;BLOC-U6;LAWRENCE KUTNER
718;27/02/2015;11:40:00;14:22:00;BLOC-U6;ROBERT CHASE
719;21/11/2014;12:45:00;13:34:00;BLOC-E1;GREGORY HOUSE
720;02/12/2015;08:00:00;11:30:00;BLOC-U9;GREGORY HOUSE
721;30/04/2014;19:45:00;21:35:00;BLOC-U7;LAWRENCE KUTNER
723;22/07/2014;12:25:00;13:47:00;BLOC-E2;GREGORY HOUSE
724;20/05/2015;19:50:00;21:49:00;BLOC-U7;MEREDITH GREY
725;25/04/2016;08:00:00;09:18:00;BLOC-E2;MEREDITH GREY
726;06/06/2016;08:00:00;09:45:00;BLOC-E3;MEREDITH GREY
727;14/03/2014;08:00:00;10:33:00;BLOC-E2;GREGORY HOUSE
728;23/08/2016;08:41:00;10:14:00;BLOC-U6;DEREK SHEPHERD
729;21/05/2014;08:00:00;10:16:00;BLOC-E1;ERIC FOREMAN
730;14/09/2015;11:10:00;12:32:00;BLOC-E1;ERIC FOREMAN
731;05/02/2015;11:05:00;12:27:00;BLOC-E2;ERIC FOREMAN
732;04/02/2014;19:45:00;21:21:00;BLOC-U7;JAMES WILSON
733;29/01/2015;13:30:00;15:23:00;BLOC-E3;CHRIS TAUB
734;10/05/2016;12:49:00;13:37:00;BLOC-U6;LAWRENCE KUTNER
735;18/09/2014;13:50:00;15:22:00;BLOC-E2;ERIC FOREMAN
736;10/03/2016;08:00:00;09:38:00;BLOC-E3;CHRIS TAUB
737;06/04/2016;09:06:00;10:09:00;BLOC-U6;OWEN HUNT
738;26/02/2014;10:45:00;14:04:00;BLOC-E1;ERIC FOREMAN
739;26/03/2014;10:14:00;11:08:00;BLOC-E3;LAWRENCE KUTNER
740;23/04/2014;10:50:00;12:15:00;BLOC-E1;ERIC FOREMAN
741;03/06/2014;10:28:00;11:52:00;BLOC-E1;GREGORY HOUSE
742;17/12/2015;08:00:00;10:05:00;BLOC-E2;CHRIS TAUB
744;12/03/2014;00:05:00;00:50:00;BLOC-U7;LISA CUDDY
747;29/04/2015;11:10:00;11:35:00;BLOC-E1;GREGORY HOUSE
748;27/11/2014;08:00:00;09:54:00;BLOC-E1;MIRANDA BAILEY
749;05/09/2016;08:00:00;10:57:00;BLOC-E3;RICHARD WEBBER
750;29/06/2015;22:30:00;23:00:00;BLOC-U6;MEREDITH GREY
752;18/01/2014;17:40:00;20:50:00;BLOC-U7;LISA CUDDY
753;06/02/2015;08:00:00;10:33:00;BLOC-E2;GREGORY HOUSE
754;18/02/2015;11:25:00;12:02:00;BLOC-E1;GREGORY HOUSE
756;22/06/2016;08:23:00;12:40:00;BLOC-U6;OWEN HUNT
757;05/03/2014;08:00:00;11:05:00;BLOC-E1;LAWRENCE KUTNER
758;09/02/2016;08:00:00;10:22:00;BLOC-E1;GREGORY HOUSE
759;08/09/2015;23:30:00;01:01:00;BLOC-U6;LAWRENCE KUTNER
760;03/04/2015;08:00:00;10:37:00;BLOC-E1;JAMES WILSON
761;08/04/2015;16:25:00;17:54:00;BLOC-E1;LAWRENCE KUTNER
762;01/04/2014;11:32:00;12:47:00;BLOC-E3;ROBERT CHASE
763;20/05/2014;08:00:00;11:52:00;BLOC-E3;ROBERT CHASE
764;15/09/2014;08:00:00;10:05:00;BLOC-E3;ROBERT CHASE
765;29/01/2015;08:30:00;12:34:00;BLOC-U6;ROBERT CHASE
766;27/04/2015;08:00:00;10:29:00;BLOC-E1;ROBERT CHASE
767;26/05/2016;12:09:00;13:43:00;BLOC-E2;ALEX KAREV
769;19/05/2014;08:00:00;11:58:00;BLOC-E3;LAWRENCE KUTNER
770;20/10/2016;08:55:00;10:18:00;BLOC-E1;MEREDITH GREY
771;29/10/2014;10:44:00;11:09:00;BLOC-E2;GREGORY HOUSE
772;15/11/2014;16:30:00;18:15:00;BLOC-U6;REMY HADLEY
773;10/07/2014;11:33:00;12:34:00;BLOC-E3;LISA CUDDY
774;16/04/2015;15:52:00;16:08:00;BLOC-E1;LAWRENCE KUTNER
775;25/08/2015;08:00:00;10:28:00;BLOC-E2;LISA CUDDY
776;13/09/2016;14:05:00;15:32:00;BLOC-E1;MEREDITH GREY
777;07/04/2016;08:00:00;12:00:00;BLOC-E1;ALEX KAREV
778;12/02/2015;15:33:00;18:16:00;BLOC-E1;LAWRENCE KUTNER
780;02/12/2015;11:45:00;14:59:00;BLOC-U9;GREGORY HOUSE
781;09/05/2015;13:35:00;14:00:00;BLOC-U6;LISA CUDDY
782;09/10/2014;10:10:00;12:09:00;BLOC-E3;CHRIS TAUB
783;06/07/2016;09:49:00;12:13:00;BLOC-U6;MIRANDA BAILEY
784;05/07/2014;16:20:00;18:21:00;BLOC-U6;LAWRENCE KUTNER
785;15/10/2015;13:30:00;14:10:00;BLOC-E1;LAWRENCE KUTNER
786;18/01/2016;16:22:00;18:34:00;BLOC-U6;DEREK SHEPHERD
787;16/01/2016;00:20:00;01:36:00;BLOC-U6;RICHARD WEBBER
788;08/09/2015;08:00:00;10:28:00;BLOC-E1;JAMES WILSON
789;23/10/2014;17:25:00;18:51:00;BLOC-E1;ERIC FOREMAN
791;09/10/2015;16:13:00;17:10:00;BLOC-U6;ROBERT CHASE
792;25/10/2016;12:22:00;14:21:00;BLOC-U6;MEREDITH GREY
793;15/09/2016;12:10:00;13:30:00;BLOC-E3;DEREK SHEPHERD
794;29/05/2015;10:00:00;11:42:00;BLOC-U6;LAWRENCE KUTNER
795;09/09/2015;08:00:00;10:05:00;BLOC-E2;LAWRENCE KUTNER
796;22/03/2014;18:35:00;20:24:00;BLOC-U7;CHRIS TAUB
797;01/05/2014;10:40:00;13:30:00;BLOC-U7;MEREDITH GREY
798;22/08/2014;17:10:00;17:50:00;BLOC-U6;JAMES WILSON
799;04/07/2014;15:25:00;16:50:00;BLOC-E3;ROBERT CHASE
800;20/10/2014;12:00:00;13:25:00;BLOC-E1;ERIC FOREMAN
801;11/06/2015;15:11:00;16:09:00;BLOC-E2;ERIC FOREMAN
802;23/09/2014;10:35:00;12:00:00;BLOC-E2;JAMES WILSON
803;01/10/2014;20:54:00;21:46:00;BLOC-U7;ROBERT CHASE
804;25/10/2016;09:59:00;11:26:00;BLOC-E2;OWEN HUNT
805;01/04/2016;10:40:00;11:16:00;BLOC-E3;MIRANDA BAILEY
806;04/11/2014;21:20:00;23:35:00;BLOC-U6;MEREDITH GREY
807;07/05/2014;13:41:00;15:24:00;BLOC-E3;LAWRENCE KUTNER
808;19/04/2016;14:01:00;15:49:00;BLOC-E1;DEREK SHEPHERD
810;29/04/2014;23:42:00;00:45:00;BLOC-U7;JAMES WILSON
813;20/05/2016;18:35:00;19:13:00;BLOC-U6;PRESTON BURKE
815;19/02/2016;13:53:00;15:52:00;BLOC-U6;PRESTON BURKE
816;19/02/2016;16:40:00;17:28:00;BLOC-U6;PRESTON BURKE
817;13/06/2014;15:34:00;16:55:00;BLOC-E1;JAMES WILSON
819;22/11/2014;15:30:00;17:21:00;BLOC-U6;JAMES WILSON
820;05/02/2014;13:35:00;14:50:00;BLOC-E1;ERIC FOREMAN
821;22/04/2015;23:40:00;02:46:00;BLOC-U6;ROBERT CHASE
822;04/06/2015;14:07:00;18:10:00;BLOC-U6;CHRIS TAUB
823;12/06/2015;14:06:00;16:31:00;BLOC-U7;ROBERT CHASE
824;16/11/2015;08:30:00;09:38:00;BLOC-E2;PRESTON BURKE
825;01/02/2016;11:00:00;14:28:00;BLOC-E2;PRESTON BURKE
826;13/10/2016;12:40:00;13:31:00;BLOC-U6;PRESTON BURKE
827;13/09/2014;01:15:00;02:21:00;BLOC-U6;MIRANDA BAILEY
829;23/01/2014;12:17:00;15:01:00;BLOC-E3;ROBERT CHASE
830;17/11/2016;15:00:00;17:14:00;BLOC-E1;ALEX KAREV
831;10/09/2015;10:02:00;11:18:00;BLOC-E3;CHRIS TAUB
832;23/03/2015;10:03:00;12:17:00;BLOC-E2;ROBERT CHASE
833;16/02/2016;10:53:00;12:28:00;BLOC-U6;DEREK SHEPHERD
834;16/08/2015;12:30:00;13:17:00;BLOC-U6;LISA CUDDY
835;30/04/2015;08:00:00;09:25:00;BLOC-E2;CHRIS TAUB
